label,message,processed_text
ham,Senthil group company Apnt 5pm.,senthil group company apnt pm
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,k fyi x ride early tomorrow morning crashing place tonight
ham,Ok ok take care. I can understand.,ok ok take care understand
ham,"Thank you. And by the way, I just lost.",thank way lost
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,dun b sad dun thk abt already concentrate ur papers k
ham,So what u doing today?,u today
ham,Once free call me sir. I am waiting for you.,free call sir waiting
ham,When you came to hostel.,came hostel
ham,Are you at work right now ?,work right
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then... ,mean confirmed tot juz say oni ok
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,todays voda numbers ending selected receive award match please call quoting claim code standard rates app
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",yeah fact asked needed anything like hour ago much
ham,No. I.ll meet you in the library,meet library
ham,"I am in tirupur da, once you started from office call me.",tirupur da started office call
ham,If I was I wasn't paying attention,paying attention
ham,You should change your fb to jaykwon thuglyfe falconerf,change fb jaykwon thuglyfe falconerf
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",free day sexy st george day pic jordan txt pic dont miss every wk saucy celeb pics c pocketbabe co uk wk
ham,Ok then i will come to ur home after half an hour,ok come ur home half hour
ham,Okay. I've seen it. So i should pick it on friday?,okay seen pick friday
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,discount code rp stop messages reply stop customer services
ham,Annoying isn't it.,annoying
ham,Speak only when you feel your words are better than the silence... Gud mrng:-),speak feel words better silence gud mrng
ham,S s..first time..dhoni rocks...,first time dhoni rocks
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,guaranteed award even cashto claim ur award call free stop getstop php
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),apple day doctor tulsi leaf day cancer lemon day fat cup milk day bone problms litres watr day diseases snd ths u care
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),says hi get ass back south tampa preferably kegger
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,u secret admirer looking make contact u find r reveal thinks ur special call
ham,Si si. I think ill go make those oreo truffles.,si si think ill go make oreo truffles
ham,if you text on your way to cup stop that should work. And that should be BUS,text way cup stop work bus
ham,Networking job is there.,networking job
ham,No he didn't. Spring is coming early yay!,spring coming early yay
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,whole car appreciated last two dad map reading semi argument apart things going ok p
ham,It shall be fine. I have avalarr now. Will hollalater,shall fine avalarr hollalater
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,got lousy sleep kept waking every hours see cat wanted come worry cold
ham,I think chennai well settled?,think chennai well settled
ham,Friends that u can stay on fb chat with,friends u stay fb chat
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nope going home go pump petrol lor like going rain soon
ham,How long does applebees fucking take,long applebees fucking take
ham,Takin a shower now but yeah I'll leave when I'm done,takin shower yeah leave done
ham,"sorry, no, have got few things to do. may be in pub later.",sorry got things may pub later
spam,This message is brought to you by GMW Ltd. and is not connected to the,message brought gmw ltd connected
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,true dear sat pray evening felt sms time
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let know contact settled room lets know ok
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god created gap fingers one made comes amp fills gaps holding hand love
ham,Ok thanx...,ok thanx
ham,Dear good morning now only i am up,dear good morning
ham,How much is blackberry bold2 in nigeria.,much blackberry bold nigeria
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",good afternoon love goes day sleep hope well boytoy think
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",case wake wondering forgot take care something grandma today done parade
ham,Hey u still at the gym?,hey u still gym
ham,As in i want custom officer discount oh.,want custom officer discount oh
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",guaranteed latests nokia phone gb ipod mp player prize txt word collect tc llc ny usa p mt msgrcvd
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni dear slp well take care swt dreams muah
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,says give call friend got money definitely buying end week
ham,Spoons it is then okay?,spoons okay
ham,Ya that one is slow as poo,ya one slow poo
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,message free welcome new improved sex dogging club unsubscribe service reply stop
ham,Is that on the telly? No its Brdget Jones!,telly brdget jones
ham,So when do you wanna gym harri,wan na gym harri
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im realy soz imat mums nite moro
ham,"Sure, whenever you show the fuck up &gt;:(",sure whenever show fuck gt
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausage love jen xxx
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,engalnd telly decided let watch mia elliot kissing damn
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",ok much though h friday cant wait dunno wot hell im gon na another weeks become slob oh wait already done
ham,Long beach lor. Expected... U having dinner now?,long beach lor expected u dinner
ham,Oh yah... We never cancel leh... Haha ,oh yah never cancel leh haha
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",know thing wrong everyso often panicks starts goin bout bein good enough
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,hi mate rv u hav nice hol message say hello coz sent u ages started driving stay roads rvx
ham,Thts wat Wright Brother did to fly..,thts wat wright brother fly
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",nt goin got somethin unless meetin dinner lor haha wonder go tis time
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",dear voucher holder claim weeks offer pc please go ts cs apply
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,send ur friends receive something ur voice speaking expression childish naughty sentiment rowdy ful attitude romantic shy attractive funny lt gt irritating lt gt lovable reply
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music tncs
ham,Near kalainar tv office.thenampet,near kalainar tv office thenampet
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",er yeah b sorry tell pub cafe sit come wen u
ham,Hmm thinking lor...,hmm thinking lor
ham,Yes i thought so. Thanks.,yes thought thanks
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actually guys meet sunoco howard right way
ham,I not busy juz dun wan 2 go so early.. Hee.. ,busy juz dun wan go early hee
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,ur cash balance currently pounds maximize ur cash send go p meg cc hg suite lands row w j hl
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bears pic nick tom pete dick fact types try gay chat photo upload call p min stop texts call
spam,Filthy stories and GIRLS waiting for your,filthy stories girls waiting
ham,"I‘ve got some salt, you can rub it in my open wounds if you like!",got salt rub open wounds like
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,desires u going doctor liver get bit stylish get ur hair managed thats
ham,"G says you never answer your texts, confirm/deny",g says never answer texts confirm deny
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup still coffee wif frens fren drove give lift
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,urgent nd attempt contact u u call b csbcm wc n xx callcost ppmmobilesvary max
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,beauty life next second hides thousands secrets wish every second wonderful ur life gud n
ham,Ok lor then we go tog lor...,ok lor go tog lor
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although told u dat baig face watches really like e watch u gave cos fr u thanx everything dat u done today touched
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ya well fine bbd pooja full pimples even become quite black ur rite cold wearing sweatter
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,hello r u im bored inever thought id get bored tv tell something exciting happened anything
ham,Dude just saw a parked car with its sunroof popped up. Sux,dude saw parked car sunroof popped sux
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",keep ur problems ur heart b coz nobody fight u u amp u fight ur self amp win battle vivekanand g sd ham yeah give call got minute ham hi babe uawake feellikw shit justfound via aletter thatmum gotmarried thnov behind ourbacks fuckinnice selfish deviousbitch anyway l call u
ham,Lol ok your forgiven :),lol ok forgiven
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,winner valued network customer selected receivea prize reward claim call claim code kl valid hours
ham,I dont. Can you send it to me. Plus how's mode.,dont send plus mode
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",yo call get chance friend mine wanted ask big order
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,told tell stupid hear wont tell anything dad called brother spoken
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",hey doc pls want get nice shirt hubby nice fiting ones budget lt gt k help pls load card abi hw keep posted luv mj
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,docs appointments next week tired shoving stuff ugh normal body
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",well done blimey exercise yeah kinda remember wot hmm
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,twenty past five said train durham already coz reserved seat
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),bruce amp fowler mom car park long story
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",games thedailydraw dear helen dozens free games great prizeswith
ham,"I av a new number,  . Wil u only use this one,ta.",av new number wil u use one ta
ham,Then u going ikea str aft dat?,u going ikea str aft dat
ham,I'm not sure if its still available though,sure still available though
ham,U should make a fb list,u make fb list
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",well babe swollen glands throat end
ham,"Yeah I am, so I'll leave maybe 7ish?",yeah leave maybe ish
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasies call p per min ntt ltd po box croydon cr wb k
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mystery solved opened email sent another batch sweetie
ham,Please don't text me anymore. I have nothing else to say.,please text anymore nothing else say
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
ham,U buy newspapers already?,u buy newspapers already
ham,Can not use foreign stamps in this country. Good lecture .,use foreign stamps country good lecture
ham,I'll text now! All creepy like so he won't think that we forgot,text creepy like think forgot
ham,"Nah man, my car is meant to be crammed full of people",nah man car meant crammed full people
ham,"Its good, we'll find a way",good find way
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,oic saw tot din c found group liao
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",please protect e threats sib never asks sensitive information like passwords atm sms pin thru email never share password anybody
ham,Somebody should go to andros and steal ice,somebody go andros steal ice
ham,But i'm surprised she still can guess right lor...,surprised still guess right lor
ham,I dont thnk its a wrong calling between us,dont thnk wrong calling us
ham,Well obviously not because all the people in my cool college life went home ;_;,well obviously people cool college life went home
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,c movie juz last minute decision mah juz watch lar tot interested
ham,He also knows about lunch menu only da. . I know,also knows lunch menu da know
ham,Gudnite....tc...practice going on,gudnite tc practice going
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pple nights excellent location wif breakfast hamper
ham,Y lei?,lei
ham,I did. One slice and one breadstick. Lol,one slice one breadstick lol
ham,"As usual..iam fine, happy &amp; doing well..:)",usual iam fine happy amp well
ham,Can a not?,
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe saw came online second disappeared happened
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,dating two started sent text talk sport radio last week connection think coincidence
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,movie theatre go watch unlimited movies pay
spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,winner u specially selected receive holiday flights inc speak live operator claim p min
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,urgent mobile number awarded ukp prize guaranteed call landline claim valid hrs ppm
ham,May b approve panalam...but it should have more posts..,may b approve panalam posts
ham,If you are not coughing then its nothing,coughing nothing
ham,Yes:)from last week itself i'm taking live call.,yes last week taking live call
ham,Havent shopping now lor i juz arrive only,havent shopping lor juz arrive
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna
ham,"Hey babe, my friend had to cancel, still up for a visit ?",hey babe friend cancel still visit
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,e admin building might b slightly earlier call u reaching
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,oops sorry check mind picking tomo half eight station would ok
ham,Just do what ever is easier for you,ever easier
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,xmas reward waiting computer randomly picked loyal mobile customers receive reward call
ham,Am i that much bad to avoid like this?,much bad avoid like
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ok lor ned go toa payoh return smth u wan send wat
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,monthly password wap mobsi com use wap phone pc
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sorry lot friend friend stuff talk actual guy wants buy
ham,"Pity, * was in mood for that. So...any other suggestions?",pity mood suggestions
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,stand away heart ache without wonder crave
ham,Today am going to college so am not able to atten the class.,today going college able atten class
ham,I've reached home n i bathe liao... U can call me now...,reached home n bathe liao u call
ham,Actually i'm waiting for 2 weeks when they start putting ad.,actually waiting weeks start putting ad
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,know u u know send chat let find p msg rcvd hg suite lands row w j hl ldn years
ham,Going for dinner.msg you after.,going dinner msg
ham,No..but heard abt tat..,heard abt tat
ham,Got it..mail panren paru..,got mail panren paru
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,dun believe leh tot told true already thk muz c us tog believe
ham,Mmmm.... I cant wait to lick it!,mmmm cant wait lick
ham,"I just got home babe, are you still awake ?",got home babe still awake
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,wish holding tightly making see important much mean much need life
ham,That depends. How would you like to be treated? :),depends would like treated
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",xmas new years eve tickets sale club day till pm thurs fri sat night week selling fast
ham,Yup i'm free...,yup free
ham,"Ok, be careful ! Don't text and drive !",ok careful text drive
ham,All day working day:)except saturday and sunday..,day working day except saturday sunday
ham,Correct. So how was work today,correct work today
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sms ac blind date u rodds aberdeen united kingdom check sms ac w icmb cktz r blind dates send hide
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,urgent nd attempt contact u prize yesterday still awaiting collection claim call
ham,S...i will take mokka players only:),take mokka players
ham,I had askd u a question some hours before. Its answer,askd u question hours answer
ham,I remain unconvinced that this isn't an elaborate test of my willpower,remain unconvinced elaborate test willpower
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",simpsons movie released july name band died start film green day b blue day c red day send b c
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,frens go lor alone wif mum n sis lor
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,lyricalladie f inviting friend reply yes see stop send stop frnd
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,dun cut short leh u dun like ah failed quite sad
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",house water dock boat rolled newscaster dabbles jazz flute behind wheel
ham,Have you bookedthe hut? And also your time off? How are you by the way?,bookedthe hut also time way
ham,"I'm in solihull, | do you want anything?",solihull want anything
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u secret admirer looking make contact u find r reveal thinks ur special call
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorry dude dont know forgot even dan reminded sorry hope guys fun
ham,Or just do that 6times,times
ham,I asked you to call him now ok,asked call ok
ham,Did u got that persons story,u got persons story
ham,"Cool, I'll text you when I'm on the way",cool text way
ham,Hey you around? I've got enough for a half + the ten I owe you,hey around got enough half ten owe
ham,I will spoil you in bed as well :),spoil bed well
ham,Kothi print out marandratha.,kothi print marandratha
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",goal arsenal henry v liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins
ham,Oh :-)only 4 outside players allowed to play know,oh outside players allowed play know
ham,Yo dude guess who just got arrested the other day,yo dude guess got arrested day
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,big difference lt gt versus lt gt every lt gt hrs
ham,Nothing spl..wat abt u and whr ru?,nothing spl wat abt u whr ru
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,yeah probs last night obviously catching speak soon
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,still looking car buy gone driving test yet
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,hate turns fun shopping trip annoying day everything would look house
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",sms ac jsco energy high u may know channel day ur leadership skills r strong psychic reply ans w question end reply end jsco
ham,Well. Im computerless. Time to make some oreo truffles,well im computerless time make oreo truffles
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",spend days waiting ideal path appear front us forget paths made walking waiting goodnight
ham,Anything lor. Juz both of us lor.,anything lor juz us lor
ham,These won't do. Have to move on to morphine,move morphine
ham,"Just wondering, the others just took off",wondering others took
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,sorry pain ok meet another night spent late afternoon casualty means done stuff moro includes time sheets sorry
ham,Hi..i got the money da:),hi got money da
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol yes friendship hanging thread cause u buy stuff
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop
ham,Went to ganesh dress shop,went ganesh dress shop
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",im snowboarding trip wondering planning get everyone together befor go meet greet kind affair cheers
ham,"Some friends want me to drive em someplace, probably take a while",friends want drive em someplace probably take
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,ok thk got u wan come wat
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm
ham,Stupid.its not possible,stupid possible
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,exhausted train morning much wine pie sleep well
ham,That's my honeymoon outfit. :),honeymoon outfit
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,meet depends wan lor
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",yeah go bored depressed sittin waitin phone ring hope wind drops though scary
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,u switch fone dammit
ham,What happened in interview?,happened interview
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,freemsg hi baby wow got new cam moby wan na c hot pic fancy chat im w utxt rply chat hlp msg p rcv
ham,They r giving a second chance to rahul dengra.,r giving second chance rahul dengra
ham,Text her. If she doesnt reply let me know so i can have her log in,text doesnt reply let know log
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentary star ibiza holiday cash needs urgent collection landline lose box sk wp ppm
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,hot n horny willing live local text reply hear strt back p per msg netcollex ltdhelpdesk reply stop end
ham,Can you do a mag meeting this avo at some point?,mag meeting avo point
ham,You need to get up. Now.,need get
ham,Sorry for the delay. Yes masters,sorry delay yes masters
ham,Ok lor...,ok lor
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,want leave barely stay sane fighting constantly helping
ham,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,babe feel lets get try cheer fit soo muchxxlove u locaxx
ham,Finally the match heading towards draw as your prediction.,finally match heading towards draw prediction
ham,At WHAT TIME should i come tomorrow,time come tomorrow
ham,"Hiya, probably coming home * weekend after next",hiya probably coming home weekend next
ham,Yeah confirmed for you staying at  that weekend,yeah confirmed staying weekend
ham,Dare i ask... Any luck with sorting out the car?,dare ask luck sorting car
ham,"Could you not read me, my Love ? I answered you",could read love answered
ham,"Cool, I'll text you in a few",cool text
ham,Ü predict wat time ü'll finish buying?,predict wat time finish buying
ham,Sday only joined.so training we started today:),sday joined training started today
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,sexy singles waiting text age followed gender wither f e g f gay men text age followed g e g g
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,miss much desparate recorded message left day listen hear sound voice love
ham,Hey are you angry with me. Reply me dr.,hey angry reply dr
ham,What's a feathery bowa? Is that something guys have that I don't know about?,feathery bowa something guys know
ham,What makes you most happy?,makes happy
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,important information orange user xxxxxx today ur lucky day find log onto fantastic prizeawaiting
ham,Sac needs to carry on:),sac needs carry
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",keep going never intention run choose rather keep room clean say visitors maybe best choice yes wanted embarassed maybe feel feel friend wants drop buy say happened morning tried everything know else
ham,You unbelievable faglord,unbelievable faglord
ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,wan meet n combine parts da rest da project going
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,putting ready lt time gt
ham,K..k:)how much does it cost?,k k much cost
ham,Aiyo please ü got time meh.,aiyo please got time meh
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",mean left early check cos working
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,eh ur laptop got stock lei say mon muz come take look c got
ham,Going to take your babe out ?,going take babe
